Business Name,Area,Category,Google Maps URL,Address,Phone,Website,Rating,Review Count,Plus Code,Hours,Error
Cafe Club,Kukatpally,cafes,https://www.google.com/maps/place/Cafe+Club/data=!4m7!3m6!1s0x3bcb910c79df0eed:0x54ab1f4f0bcb6dc8!8m2!3d17.4719947!4d78.3889033!16s%2Fg%2F11k9s0wvjn!19sChIJ7Q7feQyRyzsRyG3LC08fq1Q?authuser=0&hl=en&rclk=1,"4th Phase, Kukatpally Housing Board Colony, K P H B Phase 4, Kukatpally, Hyderabad, Telangana 500085",095539 74438,,4.5,59,"F9CQ+QH Hyderabad, Telangana",,
Whats Brewing Cafe KPHB,Kukatpally,cafes,https://www.google.com/maps/place/Whats+Brewing+Cafe+KPHB/data=!4m7!3m6!1s0x3bcb9149846e8d99:0xafce5a45adb3bcc5!8m2!3d17.4884508!4d78.3936637!16s%2Fg%2F11k9rlbvlb!19sChIJmY1uhEmRyzsRxbyzrUVazq8?authuser=0&hl=en&rclk=1,"3rd Floor, Roof Top Garden, HIG 74, eSeva Ln, near Manjeera Trinity Corporate, Kukatpally Housing Board Colony, K P H B Phase 3, Kukatpally, Hyderabad, Telangana 500072",083743 44049,https://www.whatsbrewingcafe.com,4.5,250,"F9QV+9F Hyderabad, Telangana",Wednesday 1–11:45 pm; Thursday 1–11:45 pm; Friday 1–11:45 pm; Saturday 1–11:45 pm; Sunday 1–11:45 pm; Monday 1–11:45 pm; Tuesday 1–11:45 pm,
Mamas T Vanamm Cafe,Kukatpally,cafes,https://www.google.com/maps/place/Mamas+T+Vanamm+Cafe/data=!4m7!3m6!1s0x3bcb918f09b6b7b3:0x8061c76d26e34d58!8m2!3d17.4894444!4d78.3972069!16s%2Fg%2F11z607p38y!19sChIJs7e2CY-RyzsRWE3jJm3HYYA?authuser=0&hl=en&rclk=1,"Road No. 3, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072",,,4.9,62,"F9QW+QV Hyderabad, Telangana",,
TASTEA COFFEE,Kukatpally,cafes,https://www.google.com/maps/place/TASTEA+COFFEE/data=!4m7!3m6!1s0x3bcb9192d58c09dd:0xd17bfa80bca0f38e!8m2!3d17.5004002!4d78.3944897!16s%2Fg%2F11ncb8_dtm!19sChIJ3QmM1ZKRyzsRjvOgvID6e9E?authuser=0&hl=en&rclk=1,"Shop no:4 ,Ground Floor, Pragathi Nagar Rd, Addagutta, Western Hills, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana 500085",,,4.7,442,"G92V+5Q Hyderabad, Telangana",Wednesday 10 am–11:30 pm; Thursday 10 am–11:30 pm; Friday 10 am–11:30 pm; Saturday 10 am–11:30 pm; Sunday 10 am–11:30 pm; Monday 10 am–11:30 pm; Tuesday 10 am–11:30 pm,
Honeyy Group - Hyderabad,Kukatpally,real estate builders,https://www.google.com/maps/place/Honeyy+Group+-+Hyderabad/data=!4m7!3m6!1s0x3bcb91939329b567:0x4793ee213539840e!8m2!3d17.4885388!4d78.4003917!16s%2Fg%2F11fxxyfg9m!19sChIJZ7Upk5ORyzsRDoQ5NSHuk0c?authuser=0&hl=en&rclk=1,"3rd Bhaskara Nilayam, MIG-115, Rd Number 1, beside Prime Hospitals, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072",,,4.9,"2,669","FCQ2+C5 Hyderabad, Telangana",Friday 8 am–9:30 pm,
Aduri Infra Pvt Ltd.,Kukatpally,real estate builders,https://www.google.com/maps/place/Aduri+Infra+Pvt+Ltd./data=!4m7!3m6!1s0x3bcb91c41e02ddf9:0xf50a84228e48e930!8m2!3d17.4808208!4d78.3937945!16s%2Fg%2F11lh5589y4!19sChIJ-d0CHsSRyzsRMOlIjiKECvU?authuser=0&hl=en&rclk=1,"Plot No 14, KPHB 5th Phase, Kukatpally Housing Board Colony, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500085",,,4.7,452,"F9JV+8G Hyderabad, Telangana",,
SREE SIDDI VINAYAKA PROPERTY DEVELOPERS-Miyapur Office,Kukatpally,real estate builders,https://www.google.com/maps/place/SREE+SIDDI+VINAYAKA+PROPERTY+DEVELOPERS-Miyapur+Office/data=!4m7!3m6!1s0x3bcb93005d182599:0xcd811b5e241ba859!8m2!3d17.4981854!4d78.380578!16s%2Fg%2F11vxpt0ntl!19sChIJmSUYXQCTyzsRWagbJF4bgc0?authuser=0&hl=en&rclk=1,"CBCID Colony Main Rd, CBCID Colony, NRSA Colony, Bagath Singh Nagar Phase 2, Kukatpally, Hyderabad, Telangana 500085",,,4.9,64,"F9XJ+76 Hyderabad, Telangana",Thursday 12–8:30 am; Friday 12–8:30 am; Saturday 12–8:30 am; Sunday 12–8:30 am; Monday 9 am–8:30 pm; Tuesday 9 am–8:30 pm,
inwest infra Pvt Ltd,Kukatpally,real estate builders,https://www.google.com/maps/place/inwest+infra+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb911193d7c583:0x91bff8cab11721b6!8m2!3d17.4878231!4d78.4000232!16s%2Fg%2F11qpdwwkzn!19sChIJg8XXkxGRyzsRtiEXscr4v5E?authuser=0&hl=en&rclk=1,"1st Floor, Padmajas Jhansi Enclave, Rd Number 1, beside Ferty 9 Hospital, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072",098586 28586,,4.7,41,"FCQ2+42 Hyderabad, Telangana",Wednesday 10 am–6:30 pm; Thursday 10 am–6:30 pm; Friday 10 am–6:30 pm; Saturday 10 am–6:30 pm; Sunday 10 am–6:30 pm; Monday 10 am–6:30 pm,
Sri Home Constructions,Kukatpally,real estate builders,https://www.google.com/maps/place/Sri+Home+Constructions/data=!4m7!3m6!1s0x3bcb91002843cdcb:0x50c74ca15bb39a50!8m2!3d17.4853899!4d78.391129!16s%2Fg%2F11z92bswby!19sChIJy81DKACRyzsRUJqzW6FMx1A?authuser=0&hl=en&rclk=1,"3rd Phase, MIG 37/1, beside Chaitnya Food court, Kukatpally Housing Board Colony, KPHB, Kukatpally, Hyderabad, Telangana 500072",,,5.0,22,"F9PR+5F Hyderabad, Telangana",,
Lakshmi construction company,Kukatpally,real estate builders,https://www.google.com/maps/place/Lakshmi+construction+company/data=!4m7!3m6!1s0x3bcb918d3f75a0c5:0x8a69efe92e7237a4!8m2!3d17.4915907!4d78.3934881!16s%2Fg%2F1hdz_sq6z!19sChIJxaB1P42RyzsRpDdyLunvaYo?authuser=0&hl=en&rclk=1,"H. No: 15, Manjeera Majestic Homes, 31 - S3, JNTU - Hitech City Rd, Kukatpally Housing Board Colony, KPHB 3RD PHASE, Dharma Reddy Colony Phase I, Kukatpally, Hyderabad, Telangana 500072",,,4.1,535,"F9RV+J9 Hyderabad, Telangana",,
Honer Homes,Kukatpally,real estate builders,https://www.google.com/maps/place/Honer+Homes/data=!4m7!3m6!1s0x3bcb913387c7079b:0xe1be5b642a42328d!8m2!3d17.4750092!4d78.4130303!16s%2Fg%2F11c1q9dng8!19sChIJmwfHhzORyzsRjTJCKmRbvuE?authuser=0&hl=en&rclk=1,"Survey No. 1011, Honer, IDL Rd, Moosapet, Hyderabad, Telangana 500072",090215 16666,,4.1,214,"FCG7+26 Hyderabad, Telangana",,
Sri Savithru Infra Projects (India) Pvt Ltd | Buy Hyderabad Pharma city Open Plots,Kukatpally,real estate builders,https://www.google.com/maps/place/Sri+Savithru+Infra+Projects+%28India%29+Pvt+Ltd+%7C+Buy+Hyderabad+Pharma+city+Open+Plots/data=!4m7!3m6!1s0x3bcb912dce63f2cb:0x6b5daccc74322bd8!8m2!3d17.4867772!4d78.3994222!16s%2Fg%2F11n0kl3pw6!19sChIJy_Jjzi2RyzsR2CsydMysXWs?authuser=0&hl=en&rclk=1,"2nd Floor, Oasis Towers, MIG: 528, Rd Number 1, beside Padmaja Hospital, Kukatpally Housing Board Colony, KPHB Phase 2, Kukatpally, Hyderabad, Telangana 500072",070777 78888,,4.5,109,"F9PX+PQ Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–7 pm; Thursday 9:30 am–7 pm; Friday 9:30 am–7 pm; Saturday 9:30 am–7 pm; Sunday 9:30 am–7 pm; Monday 9:30 am–7 pm,
Future Property Group,Kukatpally,real estate builders,https://www.google.com/maps/place/Future+Property+Group/data=!4m7!3m6!1s0x3bcb916d93cb5b2f:0xbd1418c537e43b8e!8m2!3d17.4874154!4d78.4002939!16s%2Fg%2F11jhwlgfh8!19sChIJL1vLk22RyzsRjjvkN8UYFL0?authuser=0&hl=en&rclk=1,"HIG-35, Rd Number 1, behind Karur Vysya Bank, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Miyapur, Hyderabad, Telangana 500072",073375 55121,,4.6,50,"FCP2+X4 Miyapur, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6:30 pm; Thursday 9:30 am–6:30 pm; Friday 9:30 am–6:30 pm; Saturday 9:30 am–6:30 pm; Monday 9:30 am–6:30 pm; Tuesday 9:30 am–6:30 pm,
Haripriya projects,Kukatpally,real estate builders,https://www.google.com/maps/place/Haripriya+projects/data=!4m7!3m6!1s0x3bcb9122727643d1:0xf8daf092ff7893f7!8m2!3d17.4969712!4d78.4012377!16s%2Fg%2F11rncyg67c!19sChIJ0UN2ciKRyzsR95N4_5Lw2vg?authuser=0&hl=en&rclk=1,"Flat no 204, SVAS signature, kalamandir road, Kukatpally Housing Board Colony, Shathavahana Nagar, Hmt Sathavahana Nagar, Kukatpally, Hyderabad, Telangana 500072",084640 68999,,4.7,18,"FCW2+QF Hyderabad, Telangana",,
Maxxco - Real Estate Consulting,Kukatpally,real estate agents,https://www.google.com/maps/place/Maxxco+-+Real+Estate+Consulting/data=!4m7!3m6!1s0x3bcb919394226387:0xc3acc68eb3ab59d5!8m2!3d17.4891296!4d78.4002597!16s%2Fg%2F11g8vpk47l!19sChIJh2MilJORyzsR1Vmrs47GrMM?authuser=0&hl=en&rclk=1,"SMR Heights, MIG-165, Rd Number 1, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072",097404 10022,,4.5,32,"FCQ2+M4 Hyderabad, Telangana",,
TODAY SQUARE FEET,Kukatpally,real estate agents,https://www.google.com/maps/place/TODAY+SQUARE+FEET/data=!4m7!3m6!1s0x3bcb918ce21c9235:0x72378bb47c5b2948!8m2!3d17.4892537!4d78.3927992!16s%2Fg%2F11h8811vgs!19sChIJNZIc4oyRyzsRSClbfLSLN3I?authuser=0&hl=en&rclk=1,"810, Regus,8th Floor, Manjeera trinity Corporate, JNTU Rd, Hyderabad, Telangana 500072",088048 48489,,4.9,163,"F9QV+P4 Hyderabad, Telangana",,
SR ASSOCIATES MS Real Estate Agency,Kukatpally,real estate agents,https://www.google.com/maps/place/SR+ASSOCIATES+MS+Real+Estate+Agency/data=!4m7!3m6!1s0x3bcb91a03a6df83f:0x6bb1191eb7536d96!8m2!3d17.4815425!4d78.3934153!16s%2Fg%2F11xv_6j76c!19sChIJP_htOqCRyzsRlm1Ttx4ZsWs?authuser=0&hl=en&rclk=1,"KPHB 5th Phase, Kukatpally Housing Board Colony, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500085",,,4.9,11,"F9JV+J9 Hyderabad, Telangana",,
Vishwa Property Wala,Kukatpally,real estate agents,https://www.google.com/maps/place/Vishwa+Property+Wala/data=!4m7!3m6!1s0x3bcb916ede5c686b:0x2fb2a016b7c43e22!8m2!3d17.5058741!4d78.4199661!16s%2Fg%2F11tk6z_qnm!19sChIJa2hc3m6RyzsRIj7Etxagsi8?authuser=0&hl=en&rclk=1,"H, No 42-479/54, 42-483/3, beside Sagara Sangam, Shiva Nagar, Allwyn Colony, Kukatpally, Hyderabad, Telangana 500037",099915 52222,,4.9,42,"GC49+8X Hyderabad, Telangana",,
Riskless Realestate,Kukatpally,real estate agents,https://www.google.com/maps/place/Riskless+Realestate/data=!4m7!3m6!1s0x3bcb91ba58431853:0x57e2fc3087a0c81f!8m2!3d17.4799055!4d78.3940739!16s%2Fg%2F11pv2b5_jv!19sChIJUxhDWLqRyzsRH8ighzD84lc?authuser=0&hl=en&rclk=1,"Phase 5, 201, Kukatpally Housing Board - Hitech City Rd, above Vijji Jewellers, Kukatpally Housing Board Colony, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500085",077997 90262,,4.8,17,"F9HV+XJ Hyderabad, Telangana",,
REAL AVENUE CONSULTANT SERVICES (RACS) LLP,Kukatpally,real estate agents,https://www.google.com/maps/place/REAL+AVENUE+CONSULTANT+SERVICES+%28RACS%29+LLP/data=!4m7!3m6!1s0x3bcb91ebf2641ec1:0x56bde2aaef17ea25!8m2!3d17.4807348!4d78.3942248!16s%2Fg%2F11hdpz6_ry!19sChIJwR5k8uuRyzsRJeoX76rivVY?authuser=0&hl=en&rclk=1,"Plot 62, Kukatpally Housing Board Colony, KPHB 5th Phase, Kukatpally, Hyderabad, Telangana 500085",095508 23888,,4.8,245,"F9JV+7M Hyderabad, Telangana",· Opens 9:30 am,
Sri Shubadha Consultancy India Pvt Ltd,Kukatpally,real estate agents,https://www.google.com/maps/place/Sri+Shubadha+Consultancy+India+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb916c8fce206b:0xa03a691874378cb6!8m2!3d17.4985238!4d78.3845486!16s%2Fg%2F11mvryt7_b!19sChIJayDOj2yRyzsRtow3dBhpOqA?authuser=0&hl=en&rclk=1,"2nd Floor, Sai Chandrika Complex, Hydernagar, Kukatpally, Hyderabad, Telangana 500085",,,4.6,23,"F9XM+CR Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6:30 pm; Thursday 9:30 am–6:30 pm; Friday 9:30 am–6:30 pm; Saturday 9:30 am–6:30 pm; Sunday 9:30 am–6:30 pm; Monday 9:30 am–6:30 pm,
Jaya Groups,Kukatpally,real estate agents,https://www.google.com/maps/place/Jaya+Groups/data=!4m7!3m6!1s0x3bcb91c8a11007ab:0xddf0defa93e6ffb3!8m2!3d17.487192!4d78.3853641!16s%2Fg%2F11jwxrhr2c!19sChIJqwcQociRyzsRs__mk_re8N0?authuser=0&hl=en&rclk=1,"1st Floor, Eminent Plaza, Plot No. 140/141, KPHB 6th Phase Rd, Kukatpally Housing Board Colony, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500085",085879 98235,,3.6,263,"F9PP+V4 Hyderabad, Telangana",,
1trec.com Propertyadviser.in,Kukatpally,real estate agents,https://www.google.com/maps/place/1trec.com+Propertyadviser.in/data=!4m7!3m6!1s0x3bcb91f1eb6e665f:0xf40caf3670410414!8m2!3d17.4832795!4d78.3935546!16s%2Fg%2F11cmsw_nkp!19sChIJX2Zu6_GRyzsRFARBcDavDPQ?authuser=0&hl=en&rclk=1,"iKeva, Level 3, Nsl Centrum Mall, Rd Number 1, Kukatpally Housing Board Colony, KPHB Phase 2, Kukatpally, Hyderabad, Telangana 500085",080084 21000,,4.5,78,"F9MV+8C Hyderabad, Telangana",Wednesday 9 am–7:30 pm; Thursday 9 am–7:30 pm; Friday 9 am–7:30 pm; Saturday 9 am–7:30 pm; Sunday 9 am–7:30 pm; Monday 9 am–7:30 pm; Tuesday 9 am–7:30 pm,
Remax Pranava,Kukatpally,real estate agents,https://www.google.com/maps/place/Remax+Pranava/data=!4m7!3m6!1s0x3bcb91b1e4bfeef9:0xf1e009599002d72a!8m2!3d17.489974!4d78.4009972!16s%2Fg%2F11h53qfgtl!19sChIJ-e6_5LGRyzsRKtcCkFkJ4PE?authuser=0&hl=en&rclk=1,"2nd Floor, MIG-173, Rd Number 1, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072",091777 44637,,4.9,7,"FCQ2+X9 Hyderabad, Telangana",,
Bridl360 Consulting Private Limited,Kukatpally,property consultants,https://www.google.com/maps/place/Bridl360+Consulting+Private+Limited/data=!4m7!3m6!1s0x3bcb9179f67a9a0d:0x7e798a115197546f!8m2!3d17.4848908!4d78.3899089!16s%2Fg%2F11spxjrthn!19sChIJDZp69nmRyzsRb1SXURGKeX4?authuser=0&hl=en&rclk=1,"Bridl360, 303, JNTU Rd, beside Nexus Mall, Kukatpally Housing Board Colony, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500085",099666 96961,,4.9,15,"F9MQ+XX Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6 pm; Thursday 9:30 am–6 pm; Friday 9:30 am–6 pm; Saturday 9:30 am–6 pm; Sunday 9:30 am–6 pm; Monday 9 am–6:30 pm; Tuesday 9:30 am–7:30 pm,
Hyderabad Property Consultant,Kukatpally,property consultants,https://www.google.com/maps/place/Hyderabad+Property+Consultant/data=!4m7!3m6!1s0x510787214794575:0xe8d208d49dd58946!8m2!3d17.463957!4d78.368122!16s%2Fg%2F11nbb76knl!19sChIJdUV5FHJ4EAURRonVndQI0ug?authuser=0&hl=en&rclk=1,"3rd Floor, House No. 1, Opposte KFC, Ravi Enclave, 11/4/40/41/42/1F, Hanuman Nagar, Serilingampalle (M), Hyderabad, Telangana 500072",062812 45149,,5.0,10,"F979+H6 Serilingampalle (M), Telangana",,
HAMPI PROPERTIES,Kukatpally,property consultants,https://www.google.com/maps/place/HAMPI+PROPERTIES/data=!4m7!3m6!1s0x3bcb91f75a7c9a9f:0xc2e12d52d0572a38!8m2!3d17.4735025!4d78.387397!16s%2Fg%2F11v_5gdl18!19sChIJn5p8WveRyzsROCpX0FIt4cI?authuser=0&hl=en&rclk=1,"Kukatpally Housing Board Colony, K P H B Phase 7, 7th PHASE, Hyderabad, Telangana 500085",063043 12089,,4.9,8,"F9FP+CX Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–7 pm; Thursday 9:30 am–7 pm; Friday 9:30 am–7 pm; Saturday 9:30 am–7 pm; Sunday 9:30 am–7 pm; Monday 9:30 am–7 pm; Tuesday 9:30 am–7 pm,
Elite business centre,Kukatpally,business centers,https://www.google.com/maps/place/Elite+business+centre/data=!4m7!3m6!1s0x3bcb9126d457dfcd:0x430af1ba349299c9!8m2!3d17.489414!4d78.3926526!16s%2Fg%2F11kxff9lff!19sChIJzd9X1CaRyzsRyZmSNLrxCkM?authuser=0&hl=en&rclk=1,"office no:#104, first floor, Manjeera Trinity Corporate, eSeva Ln, Kukatpally Housing Board Colony, K P H B Phase 3, Kukatpally, Hyderabad, Telangana 500072",063052 44679,,4.9,60,"F9QV+Q3 Hyderabad, Telangana",,
Geek Space Business Centre,Kukatpally,business centers,https://www.google.com/maps/place/Geek+Space+Business+Centre/data=!4m7!3m6!1s0x3bcb916b97349ff1:0xb8ce309b56f21c58!8m2!3d17.489094!4d78.3929391!16s%2Fg%2F11ghq6fh6m!19sChIJ8Z80l2uRyzsRWBzyVpswzrg?authuser=0&hl=en&rclk=1,"12th floor, Manjeera Trinity Corporate E-Seva Ln, JNTU - Hitech City Rd, near Manjeera Mall, K P H B Phase 3, Kukatpally, Hyderabad, Telangana 500072",088868 72201,,4.3,116,"F9QV+J5 Hyderabad, Telangana",Saturday 8 am–8:30 pm; · 7:30 am,
Segment Spaces | Coworking Space Kukatpally | Business Centre Hyderabad,Kukatpally,business centers,https://www.google.com/maps/place/Segment+Spaces+%7C+Coworking+Space+Kukatpally+%7C+Business+Centre+Hyderabad/data=!4m7!3m6!1s0x3bcb911fba2f3b27:0xa9d99fc8ac22a8f0!8m2!3d17.489242!4d78.392606!16s%2Fg%2F11fjy4pzhm!19sChIJJzsvuh-RyzsR8KgirMif2ak?authuser=0&hl=en&rclk=1,"Manjeera Trinity Corporate, 206, JNTU Rd, Kukatpally Housing Board Colony, K P H B Phase 3, Kukatpally, Hyderabad, Telangana 500072",074056 78740,,4.9,83,"F9QV+M2 Hyderabad, Telangana",,
